"","efo_id","trait","uri"
"1465","EFO_1001928","small intenstine neuroendocrine tumor","http://www.ebi.ac.uk/efo/EFO_1001928"
"1466","EFO_0007869","wellbeing measurement","http://www.ebi.ac.uk/efo/EFO_0007869"
"1467","EFO_1001870","late-onset Alzheimers disease","http://www.ebi.ac.uk/efo/EFO_1001870"
"1468","EFO_0004952","disease recurrence","http://www.ebi.ac.uk/efo/EFO_0004952"
"1469","GO_1903493","response to clopidogrel","http://purl.obolibrary.org/obo/GO_1903493"
"1470","HP_0012199","Cluster headache","http://purl.obolibrary.org/obo/HP_0012199"
"1471","EFO_0007870","response to norepinephrine-dopamine reuptake inhibitor","http://www.ebi.ac.uk/efo/EFO_0007870"
"1472","EFO_0007871","response to escitalopram","http://www.ebi.ac.uk/efo/EFO_0007871"
"1473","EFO_1001929","selective IgA deficiency disease","http://www.ebi.ac.uk/efo/EFO_1001929"
"1474","EFO_1001930","idiopathic osteonecrosis of the femoral head","http://www.ebi.ac.uk/efo/EFO_1001930"
"1475","EFO_0007872","caffeine metabolite measurement","http://www.ebi.ac.uk/efo/EFO_0007872"
"1476","EFO_0007873","cartilage thickness measurement","http://www.ebi.ac.uk/efo/EFO_0007873"
"1477","EFO_0007874","gut microbiome measurement","http://www.ebi.ac.uk/efo/EFO_0007874"
"1478","EFO_0007875","excessive daytime sleepiness measurement","http://www.ebi.ac.uk/efo/EFO_0007875"
"1479","EFO_0007876","insomnia measurement","http://www.ebi.ac.uk/efo/EFO_0007876"
"1480","EFO_0007877","risky sexual behaviour measurement","http://www.ebi.ac.uk/efo/EFO_0007877"
"1481","EFO_0007878","alcohol consumption measurement","http://www.ebi.ac.uk/efo/EFO_0007878"
"1482","EFO_0007879","petaloid toenail","http://www.ebi.ac.uk/efo/EFO_0007879"
"1483","EFO_0007880","response to dendritic cell-based immunotherapy","http://www.ebi.ac.uk/efo/EFO_0007880"
"1484","EFO_1001931","oropharynx cancer","http://www.ebi.ac.uk/efo/EFO_1001931"
"1485","EFO_0000764","HIV infection","http://www.ebi.ac.uk/efo/EFO_0000764"
"1486","EFO_0007321","hypopharynx cancer","http://www.ebi.ac.uk/efo/EFO_0007321"
"1487","EFO_0005577","pharynx cancer","http://www.ebi.ac.uk/efo/EFO_0005577"
"1488","EFO_0005570","oral cavity cancer","http://www.ebi.ac.uk/efo/EFO_0005570"
"1489","HP_0011868","Sciatica","http://purl.obolibrary.org/obo/HP_0011868"
"1490","EFO_0007881","job related exhaustion measurement","http://www.ebi.ac.uk/efo/EFO_0007881"
"1491","EFO_0007882","microbiome measurement","http://www.ebi.ac.uk/efo/EFO_0007882"
"1492","EFO_0007883","taxonomic microbiome measurement","http://www.ebi.ac.uk/efo/EFO_0007883"
"1493","EFO_0007884","functional microbiome measurement","http://www.ebi.ac.uk/efo/EFO_0007884"
"1494","EFO_1001976","cardioembolic stroke","http://www.ebi.ac.uk/efo/EFO_1001976"
"1495","EFO_0007886","DDT metabolite measurement","http://www.ebi.ac.uk/efo/EFO_0007886"
"1496","EFO_0007885","JT interval","http://www.ebi.ac.uk/efo/EFO_0007885"
"1497","EFO_0007904","susceptibility to childhood ear infection measurement","http://www.ebi.ac.uk/efo/EFO_0007904"
"1498","EFO_0007905","joint hypermobility measurement","http://www.ebi.ac.uk/efo/EFO_0007905"
"1499","EFO_0007906","synophrys measurement","http://www.ebi.ac.uk/efo/EFO_0007906"
"1500","Orphanet_85443","AL amyloidosis","http://www.orpha.net/ORDO/Orphanet_85443"
"1501","EFO_1001999","systemic juvenile idiopathic arthritis","http://www.ebi.ac.uk/efo/EFO_1001999"
"1502","EFO_0007907","methadone dose measurement","http://www.ebi.ac.uk/efo/EFO_0007907"
"1503","EFO_0007908","traffic air pollution measurement","http://www.ebi.ac.uk/efo/EFO_0007908"
"1504","EFO_0007909","CHGA cleavage product measurement","http://www.ebi.ac.uk/efo/EFO_0007909"
"1505","EFO_0007910","CHGB cleavage product measurement","http://www.ebi.ac.uk/efo/EFO_0007910"
"1506","EFO_0007911","personality trait measurement","http://www.ebi.ac.uk/efo/EFO_0007911"
"1507","EFO_0007912","conscientiousness measurement","http://www.ebi.ac.uk/efo/EFO_0007912"
"1508","EFO_0007913","extraversion measurement","http://www.ebi.ac.uk/efo/EFO_0007913"
"1509","EFO_0007914","openness measurement","http://www.ebi.ac.uk/efo/EFO_0007914"
"1510","EFO_0007915","agreeableness measurement","http://www.ebi.ac.uk/efo/EFO_0007915"
"1511","EFO_0007916","response to tricyclic antidepressant","http://www.ebi.ac.uk/efo/EFO_0007916"
"1512","EFO_0007917","response to tetracyclic antidepressant","http://www.ebi.ac.uk/efo/EFO_0007917"
"1513","EFO_0007918","response to anti-tuberculosis drugs","http://www.ebi.ac.uk/efo/EFO_0007918"
"1514","EFO_0007919","response to diclofenac","http://www.ebi.ac.uk/efo/EFO_0007919"
"1515","EFO_0007920","response to fluoroquinolones","http://www.ebi.ac.uk/efo/EFO_0007920"
"1516","EFO_0007921","response to nitrofurantoin","http://www.ebi.ac.uk/efo/EFO_0007921"
"1517","EFO_0007922","response to sulfonylurea","http://www.ebi.ac.uk/efo/EFO_0007922"
"1518","EFO_0007923","response to terbinafine","http://www.ebi.ac.uk/efo/EFO_0007923"
"1519","EFO_1002000","Takotsubo cardiomyopathy","http://www.ebi.ac.uk/efo/EFO_1002000"
"1520","EFO_0007924","tonsillectomy risk measurement","http://www.ebi.ac.uk/efo/EFO_0007924"
"1521","EFO_0007933","radius bone mineral density","http://www.ebi.ac.uk/efo/EFO_0007933"
"1522","HP_0000225","gingival bleeding","http://purl.obolibrary.org/obo/HP_0000225"
"1523","EFO_0007946","tiredness measurement","http://www.ebi.ac.uk/efo/EFO_0007946"
"1524","EFO_0007947","serum galactose-deficient IgA1 measurement","http://www.ebi.ac.uk/efo/EFO_0007947"
"1525","EFO_0007948","HIV-associated neurocognitive disorder","http://www.ebi.ac.uk/efo/EFO_0007948"
"1526","EFO_0007949","acute-on-chronic liver failure","http://www.ebi.ac.uk/efo/EFO_0007949"
"1527","EFO_1002006","treatment-resistant hypertension","http://www.ebi.ac.uk/efo/EFO_1002006"
"1528","HP_0002619","Varicose veins","http://purl.obolibrary.org/obo/HP_0002619"
"1529","GO_0060279","positive regulation of ovulation","http://purl.obolibrary.org/obo/GO_0060279"
"1530","Orphanet_141136","Hemifacial microsomia","http://www.orpha.net/ORDO/Orphanet_141136"
"1531","HP_0001657","prolonged QT interval","http://purl.obolibrary.org/obo/HP_0001657"
"1532","EFO_0007978","red blood cell density measurement","http://www.ebi.ac.uk/efo/EFO_0007978"
"1533","EFO_0007979","childhood trauma measurement","http://www.ebi.ac.uk/efo/EFO_0007979"
"1534","EFO_0007980","cerebral blood flow measurement","http://www.ebi.ac.uk/efo/EFO_0007980"
"1535","EFO_0007981","response to thiazide","http://www.ebi.ac.uk/efo/EFO_0007981"
"1536","EFO_0007982","mild neurocognitive disorder","http://www.ebi.ac.uk/efo/EFO_0007982"
"1537","EFO_0007983","asymptomatic neurocognitive impairment","http://www.ebi.ac.uk/efo/EFO_0007983"
"1538","EFO_0008341","snoring measurement","http://www.ebi.ac.uk/efo/EFO_0008341"
"1539","EFO_0008342","parental emotion expression measurmement","http://www.ebi.ac.uk/efo/EFO_0008342"
"1540","EFO_0008343","sex interaction measurement","http://www.ebi.ac.uk/efo/EFO_0008343"
"1541","EFO_0008344","response to placebo","http://www.ebi.ac.uk/efo/EFO_0008344"
"1542","EFO_0008345","response to duloxetine","http://www.ebi.ac.uk/efo/EFO_0008345"
"1543","EFO_0008346","family history of upper gastrointestinal cancer","http://www.ebi.ac.uk/efo/EFO_0008346"
"1544","EFO_0008347","response to trastuzumab","http://www.ebi.ac.uk/efo/EFO_0008347"
"1545","EFO_0008348","response to ranibizumab","http://www.ebi.ac.uk/efo/EFO_0008348"
"1546","EFO_0008349","thiazide-induced hyponatremia","http://www.ebi.ac.uk/efo/EFO_0008349"
"1547","EFO_1002014","melancholia","http://www.ebi.ac.uk/efo/EFO_1002014"
"1548","EFO_1002015","HPV-associated cervical carcinoma","http://www.ebi.ac.uk/efo/EFO_1002015"
"1549","EFO_1002017","differentiated thyroid carcinoma","http://www.ebi.ac.uk/efo/EFO_1002017"
"1550","EFO_0007781","stressful life event measurement","http://www.ebi.ac.uk/efo/EFO_0007781"
"1551","EFO_0006988","endophenotype","http://www.ebi.ac.uk/efo/EFO_0006988"
"1552","EFO_0006817","yang deficiency","http://www.ebi.ac.uk/efo/EFO_0006817"
"1553","EFO_0006825","trans/cis-18:2 fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0006825"
"1554","HP_0000726","dementia","http://purl.obolibrary.org/obo/HP_0000726"
"1555","EFO_0006823","total trans-18:1 fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0006823"
"1556","EFO_0005951","sexual dimorphism","http://www.ebi.ac.uk/efo/EFO_0005951"
"1557","EFO_0007852","thiopurine methyltransferase activity measurement","http://www.ebi.ac.uk/efo/EFO_0007852"
"1558","EFO_0006811","linolenic acid measurement","http://www.ebi.ac.uk/efo/EFO_0006811"
"1559","HP_0002108","spontaneous pneumothorax","http://purl.obolibrary.org/obo/HP_0002108"
"1560","EFO_0007683","response to CAPOX-B","http://www.ebi.ac.uk/efo/EFO_0007683"
"1561","EFO_0007843","nose morphology measurement","http://www.ebi.ac.uk/efo/EFO_0007843"
"1562","EFO_0008209","leukocyte immunoglobulin-like receptor subfamily B member 2 measurement","http://www.ebi.ac.uk/efo/EFO_0008209"
"1563","EFO_0006828","plasma renin activity measurement","http://www.ebi.ac.uk/efo/EFO_0006828"
"1564","EFO_0008199","Kunitz-type protease inhibitor 1 measurement","http://www.ebi.ac.uk/efo/EFO_0008199"
"1565","EFO_0006836","rapid kidney function decline","http://www.ebi.ac.uk/efo/EFO_0006836"
"1566","EFO_0006342","aggressive periodontitis","http://www.ebi.ac.uk/efo/EFO_0006342"
"1567","EFO_1001050","multiple system atrophy","http://www.ebi.ac.uk/efo/EFO_1001050"
"1568","EFO_0007758","intermittent Staphylococcus aureus carrier status","http://www.ebi.ac.uk/efo/EFO_0007758"
"1569","EFO_0007855","facial width measurement","http://www.ebi.ac.uk/efo/EFO_0007855"
"1570","HP_0002315","Headache","http://purl.obolibrary.org/obo/HP_0002315"
"1571","EFO_0007786","menstrual cycle measurement","http://www.ebi.ac.uk/efo/EFO_0007786"
"1572","EFO_0007787","plasma betaine measurement","http://www.ebi.ac.uk/efo/EFO_0007787"
"1573","EFO_0003961","hormone replacement therapy","http://www.ebi.ac.uk/efo/EFO_0003961"
"1574","EFO_0004804","birth rate","http://www.ebi.ac.uk/efo/EFO_0004804"
"1575","EFO_0007773","cutaneous psoriasis measurement","http://www.ebi.ac.uk/efo/EFO_0007773"
"1576","EFO_0007760","eicosapentaenoic acid measurement","http://www.ebi.ac.uk/efo/EFO_0007760"
"1577","EFO_0007970","estrone measurement","http://www.ebi.ac.uk/efo/EFO_0007970"
"1578","EFO_0007975","gondoic acid measurement","http://www.ebi.ac.uk/efo/EFO_0007975"
"1579","EFO_0007124","salivary gland lesion","http://www.ebi.ac.uk/efo/EFO_0007124"
"1580","EFO_0007793","BMI-adjusted leptin measurement","http://www.ebi.ac.uk/efo/EFO_0007793"
"1581","HP_0000540","hypermetropia","http://purl.obolibrary.org/obo/HP_0000540"
"1582","EFO_0006313","chemotherapy-induced oral mucositis","http://www.ebi.ac.uk/efo/EFO_0006313"
"1583","EFO_0006799","Lewy body dementia measurement","http://www.ebi.ac.uk/efo/EFO_0006799"
"1584","EFO_0006790","cerebral amyloid angiopathy","http://www.ebi.ac.uk/efo/EFO_0006790"
"1585","EFO_0006796","very long-chain saturated fatty acid measurement","http://www.ebi.ac.uk/efo/EFO_0006796"
"1586","EFO_1000650","estrogen-receptor negative breast cancer","http://www.ebi.ac.uk/efo/EFO_1000650"
"1587","EFO_0003918","obstructive sleep apnea","http://www.ebi.ac.uk/efo/EFO_0003918"
"1588","EFO_0008385","visual acuity measurement","http://www.ebi.ac.uk/efo/EFO_0008385"
"1589","EFO_0008384","tumor necrosis factor receptor II measurement","http://www.ebi.ac.uk/efo/EFO_0008384"
"1590","EFO_0008383","treatment outcome measurement","http://www.ebi.ac.uk/efo/EFO_0008383"
"1591","EFO_0008382","TP53 mutation status","http://www.ebi.ac.uk/efo/EFO_0008382"
"1592","EFO_0008381","total cortical area measurement","http://www.ebi.ac.uk/efo/EFO_0008381"
"1593","EFO_0008380","perceived unattractiveness to mosquitos measurement","http://www.ebi.ac.uk/efo/EFO_0008380"
"1594","EFO_0008379","P wave terminal force measurement","http://www.ebi.ac.uk/efo/EFO_0008379"
"1595","EFO_0008378","mosquito bite reaction size measurement","http://www.ebi.ac.uk/efo/EFO_0008378"
"1596","EFO_0008377","mosquito bite reaction itch intensity measurement","http://www.ebi.ac.uk/efo/EFO_0008377"
"1597","EFO_0008376","mosquito bite measurement","http://www.ebi.ac.uk/efo/EFO_0008376"
"1598","EFO_0008375","macula measurement","http://www.ebi.ac.uk/efo/EFO_0008375"
"1599","EFO_0008374","liver amyloid deposition measurement","http://www.ebi.ac.uk/efo/EFO_0008374"
"1600","EFO_0008373","left ventricular ejection fraction measurement","http://www.ebi.ac.uk/efo/EFO_0008373"
"1601","EFO_0008372","laterality measurement","http://www.ebi.ac.uk/efo/EFO_0008372"
"1602","EFO_0008371","kidney amyloid deposition measurement","http://www.ebi.ac.uk/efo/EFO_0008371"
"1603","EFO_0008370","infant white matter volume measurement","http://www.ebi.ac.uk/efo/EFO_0008370"
"1604","EFO_0008369","infant intracranial volume measurement","http://www.ebi.ac.uk/efo/EFO_0008369"
"1605","EFO_0008368","infant grey matter volume measurement","http://www.ebi.ac.uk/efo/EFO_0008368"
"1606","EFO_0008367","infant cerebrospinal fluid volume measurement","http://www.ebi.ac.uk/efo/EFO_0008367"
"1607","EFO_0008366","IgG isotype profile measurement","http://www.ebi.ac.uk/efo/EFO_0008366"
"1608","EFO_0008365","heart amyloid deposition measurement","http://www.ebi.ac.uk/efo/EFO_0008365"
"1609","EFO_0008364","generational effect measurement","http://www.ebi.ac.uk/efo/EFO_0008364"
"1610","EFO_0008363","gamma-linoleic acid measurement","http://www.ebi.ac.uk/efo/EFO_0008363"
"1611","EFO_0008362","farm exposure measurement","http://www.ebi.ac.uk/efo/EFO_0008362"
"1612","EFO_0008361","environmental tobacco smoke exposure measurement","http://www.ebi.ac.uk/efo/EFO_0008361"
"1613","EFO_0008360","environmental exposure measurement","http://www.ebi.ac.uk/efo/EFO_0008360"
"1614","EFO_0008359","eicosadienoic acid measurement","http://www.ebi.ac.uk/efo/EFO_0008359"
"1615","EFO_0008358","dorsolateral prefrontal cortex functional measurement","http://www.ebi.ac.uk/efo/EFO_0008358"
"1616","EFO_0008357","docosatetranoic acid measurement","http://www.ebi.ac.uk/efo/EFO_0008357"
"1617","EFO_0008356","dihomo-gamma-linoleic acid measurement","http://www.ebi.ac.uk/efo/EFO_0008356"
"1618","EFO_0008355","dietary heme iron intake measurement","http://www.ebi.ac.uk/efo/EFO_0008355"
"1619","EFO_0008354","cognitive function measurement","http://www.ebi.ac.uk/efo/EFO_0008354"
"1620","EFO_0008353","cellular adhesion molecule measurement","http://www.ebi.ac.uk/efo/EFO_0008353"
"1621","EFO_0008352","C9orf72 mutation status","http://www.ebi.ac.uk/efo/EFO_0008352"
"1622","EFO_0008351","amyloid deposition measurement","http://www.ebi.ac.uk/efo/EFO_0008351"
"1623","EFO_0008350","alpha-linoleic acid measurement","http://www.ebi.ac.uk/efo/EFO_0008350"
"1624","EFO_0007326","infectious mononucleosis","http://www.ebi.ac.uk/efo/EFO_0007326"
"1625","EFO_0007204","chickenpox","http://www.ebi.ac.uk/efo/EFO_0007204"
"1626","EFO_0007477","scarlet fever","http://www.ebi.ac.uk/efo/EFO_0007477"
"1627","EFO_0007305","hepatitis A","http://www.ebi.ac.uk/efo/EFO_0007305"
"1628","EFO_0003103","urinary tract infection","http://www.ebi.ac.uk/efo/EFO_0003103"
"1629","EFO_1001160","rheumatic fever","http://www.ebi.ac.uk/efo/EFO_1001160"
"1630","EFO_0007214","common cold","http://www.ebi.ac.uk/efo/EFO_0007214"
"1631","EFO_1001017","limited scleroderma","http://www.ebi.ac.uk/efo/EFO_1001017"
"1632","EFO_0000404","diffuse scleroderma","http://www.ebi.ac.uk/efo/EFO_0000404"
"1633","EFO_1002019","oligoarticular juvenile idiopathic arthritis","http://www.ebi.ac.uk/efo/EFO_1002019"
"1634","EFO_1002020","polyarticular juvenile idiopathic arthritis, rheumatoid factor negative","http://www.ebi.ac.uk/efo/EFO_1002020"
"1635","EFO_1001249","nonalcoholic steatohepatitis","http://www.ebi.ac.uk/efo/EFO_1001249"
"1636","EFO_0007490","spinal stenosis","http://www.ebi.ac.uk/efo/EFO_0007490"
"1637","EFO_1002021","ankle injury","http://www.ebi.ac.uk/efo/EFO_1002021"
"1638","EFO_0008386","body odour measurement","http://www.ebi.ac.uk/efo/EFO_0008386"
"1639","EFO_0008387","caudate nucleus measurement","http://www.ebi.ac.uk/efo/EFO_0008387"
"1640","EFO_0008388","gamma wave measurement","http://www.ebi.ac.uk/efo/EFO_0008388"
"1641","EFO_0008389","putamen measurement","http://www.ebi.ac.uk/efo/EFO_0008389"
"1642","EFO_0008390","prothrombin time measurement","http://www.ebi.ac.uk/efo/EFO_0008390"
"1643","EFO_0008391","erythropoetin measurement","http://www.ebi.ac.uk/efo/EFO_0008391"
"1644","EFO_0008392","triiodothyronine measurement","http://www.ebi.ac.uk/efo/EFO_0008392"
"1645","EFO_0008393","reaction time measurement","http://www.ebi.ac.uk/efo/EFO_0008393"
"1646","EFO_0008394","verbal-numerical reasoning measurement","http://www.ebi.ac.uk/efo/EFO_0008394"
"1647","EFO_0008395","response to darapladib","http://www.ebi.ac.uk/efo/EFO_0008395"
"1648","EFO_0008396","response to reward","http://www.ebi.ac.uk/efo/EFO_0008396"
"1649","EFO_0008397","response to disappointment","http://www.ebi.ac.uk/efo/EFO_0008397"
"1650","EFO_0004980","appendicular lean mass","http://www.ebi.ac.uk/efo/EFO_0004980"
"1651","EFO_0008398","T wave morphology measurement","http://www.ebi.ac.uk/efo/EFO_0008398"
"1652","EFO_0008399","mean fractional anisotropy measurement","http://www.ebi.ac.uk/efo/EFO_0008399"
"1653","EFO_0008400","susceptibility to chickenpox measurement","http://www.ebi.ac.uk/efo/EFO_0008400"
"1654","EFO_0008401","susceptibility to shingles measurement","http://www.ebi.ac.uk/efo/EFO_0008401"
"1655","EFO_0008402","susceptibility to cold sores measurement","http://www.ebi.ac.uk/efo/EFO_0008402"
"1656","EFO_0008403","susceptibility to mononucleosis measurement","http://www.ebi.ac.uk/efo/EFO_0008403"
"1657","EFO_0008404","susceptibility to mumps measurement","http://www.ebi.ac.uk/efo/EFO_0008404"
"1658","EFO_0008405","susceptibility to hepatitis B infection measurement","http://www.ebi.ac.uk/efo/EFO_0008405"
"1659","EFO_0008406","susceptibility to plantar warts measurement","http://www.ebi.ac.uk/efo/EFO_0008406"
"1660","EFO_0008407","susceptibility to Mycobacterium tuberculosis infection measurement","http://www.ebi.ac.uk/efo/EFO_0008407"
"1661","EFO_0008408","susceptibility to strep throat measurement","http://www.ebi.ac.uk/efo/EFO_0008408"
"1662","EFO_0008409","susceptibility to scarlet fever measurement","http://www.ebi.ac.uk/efo/EFO_0008409"
"1663","EFO_0008410","susceptibility to pneumonia measurement","http://www.ebi.ac.uk/efo/EFO_0008410"
"1664","EFO_0008411","susceptibility to bacterial meningitis measurement","http://www.ebi.ac.uk/efo/EFO_0008411"
"1665","EFO_0008412","susceptibility to vaginal yeast infection measurement","http://www.ebi.ac.uk/efo/EFO_0008412"
"1666","EFO_0008413","susceptibility to urinary tract infection measurement","http://www.ebi.ac.uk/efo/EFO_0008413"
"1667","EFO_1000218","digestive system carcinoma","http://www.ebi.ac.uk/efo/EFO_1000218"
"1668","EFO_0007945","agoraphobia symptom measurement","http://www.ebi.ac.uk/efo/EFO_0007945"
"1669","Orphanet_2828","Young adult-onset Parkinsonism","http://www.orpha.net/ORDO/Orphanet_2828"
"1670","EFO_0003931","bone fracture","http://www.ebi.ac.uk/efo/EFO_0003931"
"1671","EFO_0008010","[Pyruvate dehydrogenase acetyl-transferring] kinase isozyme 1, mitochondrial measurement","http://www.ebi.ac.uk/efo/EFO_0008010"
"1672","EFO_0008009","1,5 anhydroglucitol measurement","http://www.ebi.ac.uk/efo/EFO_0008009"
"1673","EFO_0008011","a disintegrin and metalloproteinase with thrombospondin motifs 13","http://www.ebi.ac.uk/efo/EFO_0008011"
"1674","EFO_0008012","Abelson tyrosine-protein kinase 2 measurement","http://www.ebi.ac.uk/efo/EFO_0008012"
"1675","EFO_0008013","acid sphingomyelinase-like phosphodiesterase 3a measurement","http://www.ebi.ac.uk/efo/EFO_0008013"
"1676","EFO_0008014","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 measurement","http://www.ebi.ac.uk/efo/EFO_0008014"
"1677","EFO_0008015","afamin measurement","http://www.ebi.ac.uk/efo/EFO_0008015"
"1678","EFO_0008007","age at assessment","http://www.ebi.ac.uk/efo/EFO_0008007"
"1679","EFO_0008016","Agouti-related protein measurement","http://www.ebi.ac.uk/efo/EFO_0008016"
"1680","EFO_0008017","alcohol dehydrogenase [NADP+] measurement","http://www.ebi.ac.uk/efo/EFO_0008017"
"1681","EFO_1002013","alcoholic pancreatitis","http://www.ebi.ac.uk/efo/EFO_1002013"
"1682","EFO_0008018","alpha-1-antichymotrypsin complex measurement","http://www.ebi.ac.uk/efo/EFO_0008018"
"1683","EFO_0008019","alpha-1-antichymotrypsin measurement","http://www.ebi.ac.uk/efo/EFO_0008019"
"1684","EFO_0008020","alpha-2-HS-glycoprotein measurement","http://www.ebi.ac.uk/efo/EFO_0008020"
"1685","EFO_0008021","alpha-2-macroglobulin receptor-associated protein measurement","http://www.ebi.ac.uk/efo/EFO_0008021"
"1686","EFO_0008022","angiogenin measurement","http://www.ebi.ac.uk/efo/EFO_0008022"
"1687","EFO_0008023","angiopoietin-1 receptor, soluble measurement","http://www.ebi.ac.uk/efo/EFO_0008023"
"1688","EFO_0008024","angiostatin measurement","http://www.ebi.ac.uk/efo/EFO_0008024"
"1689","EFO_0008025","angiotensinogen measurement","http://www.ebi.ac.uk/efo/EFO_0008025"
"1690","EFO_0008026","annexin A1 measurement","http://www.ebi.ac.uk/efo/EFO_0008026"
"1691","EFO_0008027","annexin A2 measurement","http://www.ebi.ac.uk/efo/EFO_0008027"
"1692","EFO_0008028","apolipoprotein E isoform E2 measurement","http://www.ebi.ac.uk/efo/EFO_0008028"
"1693","EFO_0008029","apolipoprotein E measurement","http://www.ebi.ac.uk/efo/EFO_0008029"
"1694","EFO_0008030","arylsulfatase B measurement","http://www.ebi.ac.uk/efo/EFO_0008030"
"1695","EFO_0008031","aspartate aminotransferase, cytoplasmic measurement","http://www.ebi.ac.uk/efo/EFO_0008031"
"1696","EFO_0008032","basal cell adhesion molecule measurement","http://www.ebi.ac.uk/efo/EFO_0008032"
"1697","EFO_0000284","benign prostatic hyperplasia","http://www.ebi.ac.uk/efo/EFO_0000284"
"1698","EFO_0008033","beta-Ala-His dipeptidase measurement","http://www.ebi.ac.uk/efo/EFO_0008033"
"1699","EFO_0008034","beta-endorphin measurement","http://www.ebi.ac.uk/efo/EFO_0008034"
"1700","EFO_0008035","beta-nerve growth factor measurement","http://www.ebi.ac.uk/efo/EFO_0008035"
"1701","EFO_0008036","BMI-adjusted fasting blood glucose measurement","http://www.ebi.ac.uk/efo/EFO_0008036"
"1702","EFO_0008037","BMI-adjusted fasting blood insulin measurement","http://www.ebi.ac.uk/efo/EFO_0008037"
"1703","EFO_0008038","BMI-adjusted hip bone size","http://www.ebi.ac.uk/efo/EFO_0008038"
"1704","EFO_0008039","BMI-adjusted hip circumference","http://www.ebi.ac.uk/efo/EFO_0008039"
"1705","HP_0012076","borderline personality disorder","http://purl.obolibrary.org/obo/HP_0012076"
"1706","EFO_0008040","breast cancer anti-estrogen resistance protein 3 measurement","http://www.ebi.ac.uk/efo/EFO_0008040"
"1707","EFO_0008041","C-C motif chemokine 1 measurement","http://www.ebi.ac.uk/efo/EFO_0008041"
"1708","EFO_0008042","C-C motif chemokine 14 measurement","http://www.ebi.ac.uk/efo/EFO_0008042"
"1709","EFO_0008043","C-C motif chemokine 15 measurement","http://www.ebi.ac.uk/efo/EFO_0008043"
"1710","EFO_0008044","C-C motif chemokine 16 measurement","http://www.ebi.ac.uk/efo/EFO_0008044"
"1711","EFO_0008045","C-C motif chemokine 17 measurement","http://www.ebi.ac.uk/efo/EFO_0008045"
"1712","EFO_0008046","C-C motif chemokine 18 measurement","http://www.ebi.ac.uk/efo/EFO_0008046"
"1713","EFO_0008047","C-C motif chemokine 19 measurement","http://www.ebi.ac.uk/efo/EFO_0008047"
"1714","EFO_0008048","C-C motif chemokine 21 measurement","http://www.ebi.ac.uk/efo/EFO_0008048"
"1715","EFO_0008049","C-C motif chemokine 23 measurement","http://www.ebi.ac.uk/efo/EFO_0008049"
"1716","EFO_0008050","C-C motif chemokine 25 measurement","http://www.ebi.ac.uk/efo/EFO_0008050"
"1717","EFO_0008051","C-C motif chemokine 3 measurement","http://www.ebi.ac.uk/efo/EFO_0008051"
"1718","EFO_0008053","C-C motif chemokine 5 measurement","http://www.ebi.ac.uk/efo/EFO_0008053"
"1719","EFO_0008054","C-C motif chemokine 7 measurement","http://www.ebi.ac.uk/efo/EFO_0008054"
"1720","EFO_0008055","C-C motif chemokine 8 measurement","http://www.ebi.ac.uk/efo/EFO_0008055"
"1721","EFO_0008056","C-X-C motif chemokine 10 measurement","http://www.ebi.ac.uk/efo/EFO_0008056"
"1722","EFO_0008057","C-X-C motif chemokine 11 measurement","http://www.ebi.ac.uk/efo/EFO_0008057"
"1723","EFO_0008058","C-X-C motif chemokine 5 measurement","http://www.ebi.ac.uk/efo/EFO_0008058"
"1724","EFO_0008059","C-X-C motif chemokine 6 measurement","http://www.ebi.ac.uk/efo/EFO_0008059"
"1725","EFO_0008060","cadherin-5 measurement","http://www.ebi.ac.uk/efo/EFO_0008060"
"1726","EFO_0008061","calcineurin measurement","http://www.ebi.ac.uk/efo/EFO_0008061"
"1727","EFO_0008062","calcium/calmodulin-dependent protein kinase type 1 measurement","http://www.ebi.ac.uk/efo/EFO_0008062"
"1728","EFO_0008063","calcium/calmodulin-dependent protein kinase type 1D measurement","http://www.ebi.ac.uk/efo/EFO_0008063"
"1729","EFO_0008064","calpain I measurement","http://www.ebi.ac.uk/efo/EFO_0008064"
"1730","EFO_0008065","calpastatin measurement","http://www.ebi.ac.uk/efo/EFO_0008065"
"1731","EFO_0008066","carbohydrate sulfotransferase 15 measurement","http://www.ebi.ac.uk/efo/EFO_0008066"
"1732","EFO_0008067","carbonic anhydrase 13 measurement","http://www.ebi.ac.uk/efo/EFO_0008067"
"1733","EFO_0008068","carbonic anhydrase 6 measurement","http://www.ebi.ac.uk/efo/EFO_0008068"
"1734","EFO_0008069","carboxypeptidase B2 measurement","http://www.ebi.ac.uk/efo/EFO_0008069"
"1735","EFO_0008070","caspase-3 measurement","http://www.ebi.ac.uk/efo/EFO_0008070"
"1736","EFO_0008072","cathepsin B measurement","http://www.ebi.ac.uk/efo/EFO_0008072"
"1737","EFO_0008073","cathepsin S measurement","http://www.ebi.ac.uk/efo/EFO_0008073"
"1738","EFO_0008074","cathepsin Z measurement","http://www.ebi.ac.uk/efo/EFO_0008074"
"1739","EFO_0008075","cation-independent mannose-6-phosphate receptor measurement","http://www.ebi.ac.uk/efo/EFO_0008075"
"1740","EFO_0008076","CD109 antigen measurement","http://www.ebi.ac.uk/efo/EFO_0008076"
